id_pessoa;abs_eventos;abs_qtd_total;horas_previstas_total;acidentes_eventos;acidentes_com_afastamento;acidentes_dias_perdidos;he_eventos;he_referencia_total;he_valor_total;hi_eventos;hi_minutos_irregulares;hi_minutos_extras;mov_sal_eventos;mov_sal_valor_total;mov_sal_perc_medio
276864;0.0;0.0;0.0;0.0;0.0;0.0;34.0;47434.3588;0.0;0.5759;104.0708;0.0;0.0;67.8442;0.0087
140902;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21117.0725;1002364.3787;0.5759;149.4585;0.0;0.8301;35.2408;0.0162
240196;0.0;0.0;0.0;0.0;0.0;0.0;28.0;8948.6857;205479.8132;8.0623;1161.7386;0.0;0.8301;84.5375;0.0323
47151;0.0;0.0;0.0;0.0;0.0;0.0;18.0;2025.5562;49573.7128;25.3388;4869.8804;0.0;4.1506;271.0061;0.0202
168849;0.0;0.0;0.0;1.0633;0.0;0.0;27.0;78.4659;48125.6369;24.7629;2687.169;0.0;2.0753;82.9942;0.016
284371;0.0;0.0;0.0;0.0;0.0;0.0;9.0;6664.4136;124132.2866;6.3347;1493.744;0.0;1.2452;99.4435;0.0278
41360;0.0;0.0;0.0;0.0;0.0;0.0;9.0;3300.1207;531475.003;2.8794;212.5508;0.0;1.2452;51.1495;0.0174
127354;0.0;0.0;0.0;0.0;0.0;0.0;4.0;1808.307;42201.0016;23.0353;3822.2686;0.0;2.9054;132.9965;0.0172
151790;0.0;0.0;0.0;0.0;0.0;0.0;27.0;19808.9358;4752993.0268;0.0;0.0;0.0;0.4151;20.4224;0.0175
286201;0.0;0.0;0.0;0.0;0.0;0.0;46.0;7495.8279;10040.3752;0.0;168.8976;0.0;0.0;0.0;0.0
241888;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7566.028;276811.1795;4.0312;0.0;0.0;0.0;0.0;0.0152
280977;0.0;0.0;0.0;0.0;0.0;0.0;10.0;3323.643;67031.2454;10.9417;2069.4258;0.0;0.8301;47.3864;0.0195
194753;0.0;0.0;0.0;0.0;0.0;0.0;13.0;956.1858;3802.6326;0.0;9.5985;0.0;0.0;0.0;0.0
213655;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;1104510.0102;1.1518;150.714;0.0;0.8301;7.4783;0.0091
98689;0.0;0.0;0.0;0.0;0.0;0.0;38.0;13035.8562;264557.7444;13.2453;2105.0378;0.0;3.3205;133.3006;0.0149
220967;0.0;0.0;0.0;0.0;0.0;0.0;22.0;4752.4399;135640.2164;28.7941;2584.8193;0.0;0.4151;15.9042;0.0116
200385;0.0;0.0;0.0;1.0633;0.0;0.0;38.0;3466.3911;112236.2976;0.0;175.6739;0.0;0.4151;0.0;0.0
168534;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32475.8719;12727.6522;0.5759;8.6106;0.0;0.4151;8.5998;0.0078
61223;0.0;0.0;0.0;1.0633;0.0;0.0;3.0;137.9217;2551.1821;1.1518;32.2471;0.0;1.6602;56.756;0.0133
110727;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6305.5024;3134.9151;10.3659;1818.1784;0.0;1.6602;63.6608;0.0139
1645;0.0;0.0;0.0;0.0;0.0;0.0;63.0;32665.3186;1549106.3459;85.2304;5734.9452;0.0;1.6602;94.8089;0.0158
218597;0.0;0.0;0.0;1.0633;0.0;0.0;0.0;1283.3948;0.0;4.0312;0.0;0.0;0.0;37.1806;0.0
3563;0.0;0.0;0.0;2.1266;1.1176;1.1295;10.0;30712.4007;0.0;2.3035;449.7776;0.0;0.8301;29.2207;0.0142
285737;0.0;0.0;0.0;0.0;0.0;0.0;12.0;3841.1351;89142.4548;0.5759;0.0;0.0;0.0;118.3274;0.0
36027;0.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0;141504.1399;5.7588;801.6922;0.0;2.0753;121.6215;0.0144
312238;0.0;0.0;0.0;0.0;0.0;0.0;13.0;231.6724;4846.7727;1.7276;407.1553;0.0;0.4151;58.8012;0.0484
311514;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;32336.2334;2.8794;0.0;0.0;0.8301;25.4804;0.0109
121847;0.0;0.0;0.0;0.0;0.0;0.0;0.0;676.3596;157053.5617;1.1518;95.3394;0.0;0.0;0.0;0.0
125798;0.0;0.0;0.0;0.0;0.0;0.0;68.0;48238.6275;71569.5703;0.0;114.7718;0.0;0.0;65.2203;0.0093
256909;0.0;0.0;0.0;0.0;0.0;0.0;53.0;19618.2313;3237.6761;0.0;0.0;0.0;0.0;4.9875;0.0087
120306;0.0;0.0;0.0;0.0;0.0;0.0;43.0;0.0;2295749.9441;0.5759;137.4009;0.0;0.8301;43.3511;0.0233
419482;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2567.1116;177824.3259;0.0;0.0;0.0;0.0;0.0;0.0
260838;0.0;0.0;0.0;2.1266;0.0;0.0;7.0;1424.2897;36874.6003;4.6071;1003.0266;0.0;0.4151;23.3783;0.0185
342561;0.0;0.0;0.0;0.0;0.0;0.0;13.0;1618.1012;41923.3219;0.5759;117.7722;0.0;0.0;0.0;0.0062
291517;0.0;0.0;0.0;0.0;0.0;0.0;3.0;566.1101;12303.1034;0.0;0.0;0.0;0.8301;91.944;0.0351
120142;0.0;0.0;0.0;1.0633;0.0;0.0;0.0;96152.0274;48440.6792;0.0;829.4189;0.0;0.8301;37.851;0.0216
71591;0.0;0.0;0.0;0.0;0.0;0.0;7.0;759.9216;23676.9265;0.5759;133.7556;0.0;2.0753;89.0506;0.014
169801;0.0;0.0;0.0;1.0633;0.0;0.0;109.0;41236.3047;754763.6749;0.5759;116.0897;0.0;0.4151;6.2105;0.0066
127403;0.0;0.0;0.0;0.0;0.0;0.0;28.0;0.0;27692.8878;0.0;0.0;0.0;0.0;82.1416;0.0121
95435;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1673.5508;0.0;7.4865;1619.9285;0.0;0.0;0.0;0.0059
12845;0.0;0.0;0.0;0.0;0.0;0.0;12.0;3045.6473;0.0;3.4553;983.3402;0.0;1.6602;72.4216;0.0132
214227;0.0;0.0;0.0;0.0;0.0;0.0;19.0;2362.6982;66537.4174;1.7276;301.1603;0.0;0.4151;14.8278;0.0113
274315;0.0;0.0;0.0;0.0;0.0;0.0;16.0;2946.8373;60409.5315;8.6382;1364.1946;0.0;0.4151;43.2278;0.0345
288463;0.0;0.0;0.0;0.0;0.0;0.0;4.0;466.0492;8961.4808;0.0;0.0;0.0;0.8301;0.0;0.0117
346569;0.0;0.0;0.0;0.0;0.0;0.0;56.0;23261.0294;685652.6692;0.0;0.0;0.0;0.0;0.0;0.0061
258349;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;88.5576;0.0;0.0;38.0445;0.0065
112841;0.0;0.0;0.0;1.0633;0.0;0.0;44.0;2530.4042;618439.3334;11.5176;570.3539;0.0;0.4151;35.2848;0.0279
349897;0.0;0.0;0.0;1.0633;0.0;0.0;22.0;12877.2011;318208.2999;8.0623;1794.624;0.0;1.2452;67.593;0.0156
363765;0.0;0.0;0.0;0.0;0.0;0.0;206.0;0.0;0.0;0.5759;0.0;0.0;0.0;0.0;0.0
344955;0.0;0.0;0.0;0.0;0.0;0.0;46.0;25033.5127;130124.2265;0.5759;0.0;0.0;0.0;111.4716;0.0057
67108;0.0;0.0;0.0;0.0;0.0;0.0;16.0;19808.9358;3328762.9677;0.0;0.0;0.0;4.1506;203.2248;0.0178
376174;0.0;0.0;0.0;0.0;0.0;0.0;34.0;0.0;149204.5754;1.1518;291.9068;0.0;0.0;6.0464;0.0
211538;0.0;0.0;0.0;0.0;0.0;0.0;192.0;6578.1043;729798.2154;0.0;16.7678;0.0;0.0;1.0071;0.0064
17259;0.0;0.0;0.0;0.0;0.0;0.0;7.0;58782.0546;285483.6908;3.4553;603.4423;0.0;2.0753;269.972;0.0549
31835;0.0;0.0;0.0;0.0;0.0;0.0;0.0;54522.3774;782428.744;3.4553;341.5394;0.0;0.8301;63.0454;0.02
332002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;281766.337;2.3035;0.0;0.0;1.2452;28.6295;0.0096
231703;0.0;0.0;0.0;0.0;0.0;0.0;18.0;20194.146;0.0;6.9106;0.0;0.0;0.0;0.0;0.0005
40557;0.0;0.0;0.0;1.0633;0.0;0.0;32.0;10034.0305;525978.9706;32.2494;5621.3792;0.0;5.8108;663.7505;0.0292
41044;0.0;0.0;0.0;0.0;0.0;0.0;55.0;34625.3153;409595.5361;0.0;0.0;0.0;0.0;0.0;0.0
307316;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8023.4646;0.0;6.9106;0.0;0.0;0.0;0.0;0.015
112554;0.0;0.0;0.0;0.0;0.0;0.0;97.0;0.0;0.0;0.0;1075.4393;0.0;0.0;15.7408;0.0069
233387;0.0;0.0;0.0;0.0;0.0;0.0;100.0;19114.7545;1806806.6513;0.5759;4.8432;0.0;0.0;24.4441;0.0
417438;0.0;0.0;0.0;0.0;0.0;0.0;24.0;0.0;0.0;12.6694;167.0051;0.0;0.0;6.6259;0.0
23726;0.0;0.0;0.0;0.0;0.0;0.0;29.0;0.0;1299843.8924;2.8794;0.0;0.0;0.8301;46.6074;0.0262
168244;0.0;0.0;0.0;0.0;0.0;0.0;24.0;10723.6391;193437.0345;15.5488;1914.359;0.0;1.2452;40.0901;0.0122
281988;0.0;0.0;0.0;0.0;0.0;0.0;12.0;13392.8301;308536.8426;117.4798;4918.1109;0.0;0.8301;83.8103;0.0316
235164;0.0;0.0;0.0;0.0;0.0;0.0;44.0;21120.9536;534268.3403;29.9458;5247.8731;0.0;1.6602;156.5424;0.0288
277038;0.0;0.0;0.0;0.0;0.0;0.0;18.0;579.6318;11660.9691;0.5759;125.9041;0.0;1.6602;140.8116;0.0286
92780;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5761.2001;1522467.4286;8.6382;275.9234;0.0;2.0753;64.8814;0.013
20896;0.0;0.0;0.0;0.0;0.0;0.0;18.0;0.0;317998.7437;0.5759;29.443;0.0;0.4151;24.6209;0.031
21708;0.0;0.0;0.0;0.0;0.0;0.0;21.0;7717.3062;246797.2885;6.3347;789.915;0.0;5.8108;586.4706;0.0326
123045;0.0;0.0;0.0;0.0;0.0;0.0;7.0;7274.8764;342275.5159;1.1518;191.8004;0.0;1.6602;46.0266;0.0093
181765;0.0;0.0;0.0;0.0;0.0;0.0;6.0;22156.7685;587711.6525;1.7276;62.8126;0.0;0.0;11.2952;0.0
290099;0.0;0.0;0.0;0.0;0.0;0.0;31.0;13592.9518;257943.9192;8.6382;1794.0631;0.0;1.2452;88.7059;0.026
285902;0.0;0.0;0.0;0.0;0.0;0.0;78.0;53093.4137;0.0;1.1518;0.0;0.0;0.0;12.6518;0.005
299796;0.0;0.0;0.0;0.0;0.0;0.0;3.0;292.971;5585.1483;16.1247;0.0;0.0;0.4151;39.5504;0.0358
105407;0.0;0.0;0.0;0.0;0.0;0.0;22.0;7063.9226;2323241.8475;0.0;0.0;0.0;0.4151;23.4966;0.0569
415385;0.0;0.0;0.0;0.0;0.0;0.0;3.0;25.2406;733.6424;2.8794;730.7484;0.0;0.0;0.0;0.0
195932;0.0;0.0;0.0;0.0;0.0;0.0;34.0;173.3594;25232.3863;17.2764;3410.9072;0.0;1.2452;99.92;0.029
195892;0.0;0.0;0.0;0.0;0.0;0.0;44.0;370.7237;331935.8907;0.0;0.0;0.0;0.0;0.0;0.0
12908;0.0;0.0;0.0;0.0;0.0;0.0;32.0;8287.9235;283277.4574;15.5488;2563.7886;0.0;4.5656;288.0336;0.0184
244186;0.0;0.0;0.0;0.0;0.0;0.0;24.0;21184.6973;97815.3254;0.0;60.9614;0.0;0.0;21.7511;0.0
289025;0.0;0.0;0.0;0.0;0.0;0.0;25.0;0.0;0.0;0.5759;0.0;0.0;0.4151;11.3363;0.0095
75261;0.0;0.0;0.0;1.0633;0.0;0.0;0.0;73620.0241;152846.4995;3.4553;3.4632;0.0;1.2452;60.0845;0.0138
58886;0.0;0.0;0.0;0.0;0.0;0.0;18.0;34.968;149204.5754;0.0;325.5827;0.0;0.4151;39.9208;0.0381
38356;0.0;0.0;0.0;0.0;0.0;0.0;7.0;17997.976;206730.207;0.0;51.3074;0.0;1.2452;56.7785;0.0187
150705;0.0;0.0;0.0;0.0;0.0;0.0;3.0;439.9072;15133.543;4.0312;739.7216;0.0;2.9054;230.8354;0.0251
108682;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24089.9149;0.0;8.0623;1100.8896;0.0;0.8301;53.0081;0.0244
92997;0.0;0.0;0.0;0.0;0.0;0.0;38.0;119.6363;1076758.7187;5.1829;1254.8347;0.0;1.2452;37.0815;0.0128
281805;0.0;0.0;0.0;2.1266;0.0;0.0;0.0;9272.3659;338280.9956;6.9106;1628.3408;0.0;0.8301;107.915;0.0368
279006;0.0;0.0;0.0;0.0;0.0;0.0;6.0;2423.0953;51052.0416;7.4865;1865.0069;0.0;0.4151;37.9339;0.0294
191246;0.0;0.0;0.0;0.0;0.0;0.0;87.0;24093.1668;11829.9887;0.5759;66.4572;0.0;1.2452;59.6186;0.0172
204546;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;162809.4877;2.3035;66.7376;0.0;0.8301;50.1975;0.0223
269873;0.0;0.0;0.0;0.0;0.0;0.0;24.0;6373.2455;134696.7365;4.6071;533.0594;0.0;0.8301;64.2678;0.0271
143151;0.0;0.0;0.0;0.0;0.0;0.0;27.0;0.0;31320.5726;0.0;176.2634;0.0;0.0;0.0;0.0
93381;0.0;0.0;0.0;0.0;0.0;0.0;84.0;10583.9145;487331.0068;2.8794;482.5856;0.0;2.0753;214.0168;0.0232
242925;0.0;0.0;0.0;0.0;0.0;0.0;6.0;754.5129;13047.7899;2.3035;0.0;0.0;0.4151;48.087;0.0471
49286;0.0;0.0;0.0;0.0;0.0;0.0;134.0;114124.155;0.0;4.6071;286.2986;0.0;0.4151;30.3042;0.033
244016;0.0;0.0;0.0;0.0;0.0;0.0;7.0;9643.0364;0.0;0.5759;95.6198;0.0;0.0;0.0;0.009
95080;0.0;0.0;0.0;0.0;0.0;0.0;16.0;1142.1361;46725.9183;8.6382;785.4284;0.0;3.3205;283.5727;0.0209
153532;0.0;0.0;0.0;0.0;0.0;0.0;40.0;0.0;0.0;7.4865;0.0;0.0;0.4151;27.792;0.0268
168477;0.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;7048298.812;0.5759;121.9783;0.0;0.8301;12.25;0.0057
98111;0.0;0.0;0.0;0.0;0.0;0.0;49.0;0.0;924849.3835;0.0;16.3638;0.0;0.4151;2.3028;0.0023
288378;0.0;0.0;0.0;0.0;0.0;0.0;9.0;3023.4605;70798.8539;19.58;1512.2511;0.0;0.4151;50.3039;0.0358
210223;0.0;0.0;0.0;0.0;0.0;0.0;12.0;2988.3039;161839.926;4.0312;248.1628;0.0;3.7355;333.499;0.0242
198606;0.0;0.0;0.0;2.1266;0.0;0.0;6.0;435.3999;15646.3037;62.1952;2079.2401;0.0;3.7355;397.7284;0.0315
105867;0.0;0.0;0.0;0.0;0.0;0.0;72.0;22558.1182;182794.9784;0.5759;152.2626;0.0;0.8301;42.2308;0.0233
293695;0.0;0.0;0.0;0.0;0.0;0.0;6.0;3009.0373;56779.1852;0.0;0.0;0.0;0.0;0.0;0.0
133496;0.0;0.0;0.0;0.0;0.0;0.0;15.0;17685.5326;0.0;0.0;0.0;0.0;0.0;4.9632;0.0
205604;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;419162.1992;0.5759;261.7376;0.0;0.0;0.0;0.007
86883;0.0;0.0;0.0;0.0;0.0;0.0;7.0;1267.4375;27173.1662;2.3035;541.4717;0.0;0.8301;40.6981;0.0216
35986;0.0;0.0;0.0;0.0;0.0;0.0;78.0;1218.8961;1078289.3306;0.0;180.7039;0.0;1.2452;53.3142;0.0154
413384;0.0;0.0;0.0;0.0;0.0;0.0;6.0;31891.6544;0.0;0.0;0.0;0.0;0.0;0.0;0.0109
112492;0.0;0.0;0.0;0.0;0.0;0.0;37.0;0.0;74184.949;1.1518;235.264;0.0;2.4904;73.4812;0.0121
16969;0.0;0.0;0.0;2.1266;0.0;0.0;47.0;5485.6967;764151.7484;0.5759;0.5608;0.0;1.6602;134.753;0.0369
334757;0.0;0.0;0.0;0.0;0.0;0.0;6.0;2840.4663;54422.0633;1.7276;72.6262;0.0;0.0;0.0;0.0
190486;0.0;0.0;0.0;0.0;0.0;0.0;21.0;25146.2796;1015262.4917;0.0;73.1214;0.0;0.0;49.9245;0.0
173076;0.0;0.0;0.0;0.0;0.0;0.0;7.0;64749.1333;0.0;0.0;24.2012;0.0;0.4151;6.6226;0.0066
256618;0.0;0.0;0.0;0.0;0.0;0.0;0.0;114825.838;0.0;0.0;41.3789;0.0;0.0;0.0;0.0051
37398;0.0;0.0;0.0;1.0633;0.0;0.0;28.0;114721.7375;630163.2323;1.1518;9.8143;0.0;0.4151;30.5163;0.031
71235;0.0;0.0;0.0;0.0;0.0;0.0;22.0;40531.352;3119.0436;0.0;0.0;0.0;0.8301;42.3085;0.0174
83029;0.0;0.0;0.0;0.0;0.0;0.0;53.0;11939.694;285120.2408;14.397;3471.1953;0.0;2.0753;62.747;0.0111
244983;0.0;0.0;0.0;0.0;0.0;0.0;139.0;16548.9739;39022.1095;0.0;2151.7921;0.0;0.0;103.2307;0.0026
171035;0.0;0.0;0.0;0.0;0.0;0.0;15.0;17685.5326;287761.6444;2.3035;323.5931;0.0;0.8301;12.25;0.0057
105325;0.0;0.0;0.0;0.0;0.0;0.0;193.0;78.4659;335844.6921;2.3035;22.6478;0.0;0.0;67.0369;0.0
311497;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1681.2027;36792.5586;2.3035;393.4152;0.0;0.4151;46.1253;0.0349
329317;0.0;0.0;0.0;0.0;0.0;0.0;34.0;4335.069;156950.5547;8.6382;1810.3269;0.0;1.6602;279.1302;0.0456
86723;0.0;0.0;0.0;0.0;0.0;0.0;10.0;2789.0837;55633.7565;2.8794;701.3054;0.0;0.0;0.0;0.0
178743;0.0;0.0;0.0;1.0633;0.0;0.0;0.0;8955.6485;226618.3626;1.7276;0.0;0.0;0.0;77.4038;0.0
215302;0.0;0.0;0.0;1.0633;0.0;0.0;40.0;73754.7739;0.0;3.4553;191.8004;0.0;0.8301;113.3708;0.0464
156950;0.0;0.0;0.0;0.0;0.0;0.0;10.0;1234.0839;66149.2969;17.8523;3572.7037;0.0;2.0753;333.6939;0.023
17535;0.0;0.0;0.0;1.0633;0.0;0.0;15.0;5521.9362;1268.3057;0.0;0.0522;0.0;0.0;0.0;0.0
354522;0.0;0.0;0.0;0.0;0.0;0.0;50.0;13800.8891;467057.3799;0.0;1338.4381;0.0;0.0;4.9711;0.0
393845;0.0;0.0;0.0;0.0;0.0;0.0;71.0;6035.3014;137495.2652;0.0;21.8616;0.0;0.0;0.0;0.0
117848;0.0;0.0;0.0;0.0;0.0;0.0;7.0;8435.2431;26458.8824;5.7588;0.0;0.0;0.0;14.4811;0.0
314527;0.0;0.0;0.0;0.0;0.0;0.0;41.0;8920.7408;216350.3419;10.3659;1819.5805;0.0;1.2452;158.2565;0.037
317360;0.0;0.0;0.0;0.0;0.0;0.0;37.0;10252.1812;276226.6022;47.7982;3016.0899;0.0;2.9054;247.5534;0.0314
347066;0.0;0.0;0.0;0.0;0.0;0.0;13.0;3216.3706;88530.9108;5.7588;1523.1871;0.0;0.8301;90.6659;0.0374
421086;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1119.9428;4788.914;0.0;0.0;0.0;0.0;8.2763;0.0
188476;0.0;0.0;0.0;0.0;0.0;0.0;34.0;3880.7386;77665.1153;14.9729;2896.9157;0.0;1.2452;80.1667;0.0203
279512;0.0;0.0;0.0;1.0633;0.0;0.0;25.0;18737.0873;711981.0043;0.0;739.3495;0.0;0.0;0.0;0.0093
195980;0.0;0.0;0.0;1.0633;0.0;0.0;22.0;0.0;272249.02;0.0;0.0;0.0;0.4151;25.2782;0.0128
32838;0.0;0.0;0.0;0.0;0.0;0.0;27.0;0.0;373575.1213;1.1518;68.7769;0.0;0.0;0.0;0.0106
204928;0.0;0.0;0.0;0.0;0.0;0.0;21.0;476.8666;11537.9066;0.5759;0.7889;0.0;0.4151;13.6935;0.0099
280516;0.0;0.0;0.0;0.0;0.0;0.0;47.0;11104.9521;298109.6548;3.4553;850.7639;0.0;1.2452;166.0699;0.0381
217384;0.0;0.0;0.0;0.0;0.0;0.0;59.0;0.0;23369.7588;10.3659;2608.0934;0.0;0.8301;33.5728;0.0146
138820;0.0;0.0;0.0;0.0;0.0;0.0;47.0;1693.9165;247743.0083;0.0;74.7262;0.0;0.0;0.0;0.0049
88797;0.0;0.0;0.0;0.0;0.0;0.0;91.0;26093.3472;482859.7328;44.9187;2062.9763;0.0;3.7355;205.0105;0.0199
290536;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;61072.9426;0.0;139.8629;0.0;0.0;0.0;0.0142
139269;0.0;0.0;0.0;1.0633;0.0;0.0;18.0;7486.5352;208641.5751;39.7358;662.6088;0.0;4.1506;325.8911;0.0242
370816;0.0;0.0;0.0;0.0;0.0;0.0;37.0;7476.6127;2971825.4247;0.0;0.0;0.0;0.0;0.0;0.0125
36103;0.0;0.0;0.0;0.0;0.0;0.0;9.0;114817.7088;7830.4144;0.0;0.0;0.0;0.4151;9.6889;0.0072
261210;0.0;0.0;0.0;0.0;0.0;0.0;81.0;0.0;722176.9158;0.5759;149.1781;0.0;0.4151;20.1936;0.0185
414316;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18551.8995;2611286.7287;4.0312;286.1546;0.0;0.0;7.0378;0.0092
38462;0.0;0.0;0.0;0.0;0.0;0.0;7.0;16574.0842;35680.4271;9.79;0.0;0.0;0.0;25.3067;0.0
401017;0.0;0.0;0.0;0.0;0.0;0.0;127.0;54618.4868;438751.884;0.0;30.6652;0.0;0.0;61.6181;0.0042
141277;0.0;0.0;0.0;0.0;0.0;0.0;24.0;17699.9205;1001695.748;0.0;47.8076;0.0;0.8301;29.1389;0.0339
217559;0.0;0.0;0.0;0.0;0.0;0.0;74.0;0.0;14625.594;0.5759;153.9451;0.0;0.8301;23.2774;0.011
251516;0.0;0.0;0.0;0.0;0.0;0.0;16.0;4765.0602;97276.2432;11.5176;1790.1374;0.0;0.4151;20.6409;0.018
236927;0.0;0.0;0.0;0.0;0.0;0.0;47.0;3712.1676;87415.4589;4.0312;184.5098;0.0;2.4904;266.5444;0.033
339391;0.0;0.0;0.0;0.0;0.0;0.0;34.0;2381.6287;72288.2268;0.0;87.0833;0.0;0.8301;177.6472;0.0625
238280;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6888.1474;146330.5277;9.79;2183.5526;0.0;0.4151;10.8077;0.0091
78911;0.0;0.0;0.0;0.0;0.0;0.0;71.0;9533.7262;228921.6586;0.5759;104.5929;0.0;4.5656;331.8087;0.0238
372002;0.0;0.0;0.0;0.0;0.0;0.0;3.0;18.029;427.5636;11.5176;2197.0123;0.0;0.8301;80.0605;0.0266
61665;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2279.5263;456175.6323;2.3035;0.0;0.0;2.9054;226.7628;0.0337
50568;0.0;0.0;0.0;0.0;0.0;0.0;22.0;6961.8918;200795.5462;63.347;13952.0797;0.0;3.3205;168.7495;0.0167
328468;0.0;0.0;0.0;0.0;0.0;0.0;9.0;966.3535;25153.6776;0.5759;130.6711;0.0;1.6602;106.7309;0.02
155433;0.0;0.0;0.0;0.0;0.0;0.0;9.0;26149.4013;0.0;0.0;54.929;0.0;0.0;0.0;0.0
365448;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;127362.8854;10.9417;222.4538;0.0;0.0;0.0;0.0082
